Wall time,Step,Value
1769351890.1717546,10,3.3570001125335693
1769351916.8738434,20,1.8361999988555908
1769351941.9198573,30,1.4388999938964844
1769351967.2116582,40,1.143399953842163
1769351991.6252882,50,1.042099952697754
1769352022.885783,60,1.0800000429153442
1769352050.9716322,70,1.0484000444412231
1769352078.2027855,80,1.0492000579833984
1769352104.9968262,90,0.9311000108718872
1769352130.4400055,100,0.8704000115394592
1769352162.6049454,110,1.0118999481201172
1769352192.0961285,120,0.9588000178337097
1769352219.9000368,130,0.9434000253677368
1769352246.3563604,140,0.8403000235557556
1769352271.3236284,150,0.7276999950408936
1769352304.2563798,160,1.03410005569458
1769352333.1864712,170,0.9638000130653381
1769352359.9305272,180,0.9225999712944031
1769352386.2863522,190,0.940500020980835
1769352412.0064676,200,0.7972000241279602
1769353125.5941565,210,0.9327999949455261
1769353153.7469118,220,0.8597999811172485
1769353180.422957,230,0.8050000071525574
1769353206.7360444,240,0.7763000130653381
1769353231.9091039,250,0.7588000297546387
1769353262.8639596,260,0.8425999879837036
1769353290.8353593,270,0.8514999747276306
1769353317.3408945,280,0.7506999969482422
1769353343.5014014,290,0.8123000264167786
1769353368.6809013,300,0.7251999974250793
1769353399.5206997,310,0.9405999779701233
1769353427.1970205,320,0.8701000213623047
1769353453.7156074,330,0.7777000069618225
1769353479.8944988,340,0.761900007724762
1769353503.5807028,350,0.7508999705314636
1769353535.3973553,360,0.9659000039100647
1769353564.2569315,370,0.9229999780654907
1769353590.7717328,380,0.8253999948501587
1769353616.9166396,390,0.705299973487854
1769353641.6789055,400,0.7415000200271606
1769354355.925835,410,0.9440000057220459
1769354384.0007083,420,0.847599983215332
1769354410.634415,430,0.7720000147819519
1769354436.9193597,440,0.8385000228881836
1769354460.9355266,450,0.7192000150680542
1769354492.9067183,460,0.9330000281333923
1769354521.5043435,470,0.8176000118255615
1769354547.9373438,480,0.7799000144004822
1769354574.1070306,490,0.7263000011444092
1769354598.939275,500,0.707099974155426
1769354631.2364736,510,0.8698999881744385
1769354659.36823,520,0.7767999768257141
1769354686.027044,530,0.7818999886512756
1769354712.3189013,540,0.7024999856948853
1769354737.4176445,550,0.6531999707221985
1769354768.7783966,560,0.9549000263214111
1769354796.3016698,570,0.8410999774932861
1769354822.7968996,580,0.7620000243186951
1769354848.9947183,590,0.6840000152587891
1769354873.877698,600,0.7430999875068665
1769355601.6706858,610,0.8927000164985657
1769355631.5816538,620,0.7763000130653381
1769355659.0955768,630,0.8156999945640564
1769355686.2601562,640,0.7258999943733215
1769355711.5871925,650,0.6894000172615051
1769355744.7521162,660,0.8648999929428101
1769355774.2368264,670,0.7932999730110168
1769355801.53239,680,0.7597000002861023
1769355828.490569,690,0.7501999735832214
1769355853.250766,700,0.7465000152587891
1769355883.681171,710,0.8277000188827515
1769355911.7028122,720,0.8148000240325928
1769355938.7680354,730,0.7669000029563904
1769355965.4697819,740,0.7760000228881836
1769355990.3465176,750,0.6775000095367432
1769356022.5481427,760,0.9027000069618225
1769356050.5108829,770,0.7864999771118164
1769356077.5282607,780,0.784600019454956
1769356104.1621127,790,0.741599977016449
1769356128.6267886,800,0.6947000026702881
1769356857.7576246,810,0.9089999794960022
1769356886.025791,820,0.7642999887466431
1769356913.2791364,830,0.7240999937057495
1769356940.2211876,840,0.7389000058174133
1769356965.3648949,850,0.656499981880188
1769356996.2286863,860,0.8773999810218811
1769357024.7702336,870,0.7508000135421753
1769357052.092846,880,0.7328000068664551
1769357078.986813,890,0.7197999954223633
1769357104.7280338,900,0.6636000275611877
1769357135.9553864,910,0.8319000005722046
1769357164.1852252,920,0.7616999745368958
1769357191.4819818,930,0.6583999991416931
1769357218.6251504,940,0.6876000165939331
1769357243.9456263,950,0.6650000214576721
1769357276.3744092,960,0.8870000243186951
1769357305.7152388,970,0.809499979019165
1769357333.0780125,980,0.7601000070571899
1769357360.0292072,990,0.7096999883651733
1769357385.6270316,1000,0.7056000232696533
1769358121.3896122,1010,0.9757000207901001
1769358150.612114,1020,0.8030999898910522
1769358178.0838654,1030,0.7340999841690063
1769358205.2924457,1040,0.7900000214576721
