Wall time,Step,Value
1769355744.7521439,660,0.8597656488418579
1769355774.2368524,670,0.8929687738418579
1769355801.5324204,680,0.8675781488418579
1769355828.4906013,690,0.8021484613418579
1769355853.2507944,700,0.883007824420929
1769355883.681202,710,0.931445300579071
1769355911.702842,720,0.8792968988418579
1769355938.7680635,730,0.8480468988418579
1769355965.4698074,740,0.9140625
1769355990.3465428,750,0.816601574420929
1769356022.5481691,760,0.806835949420929
1769356050.510909,770,0.8675781488418579
1769356077.5282924,780,0.7826172113418579
1769356104.1621423,790,0.721484363079071
1769356128.6268137,800,0.7826172113418579
1769356857.7576518,810,0.8929687738418579
1769356886.0258167,820,0.862500011920929
1769356913.2791598,830,0.775585949420929
1769356940.2212105,840,0.7417968511581421
1769356965.3649216,850,0.766796886920929
1769356996.2287138,860,0.802929699420929
1769357024.7702596,870,0.841015636920929
1769357052.0928724,880,0.792773425579071
1769357078.9868379,890,0.7535156011581421
1769357104.7280595,900,0.7720702886581421
1769357135.955412,910,0.771484375
1769357164.18525,920,0.8111327886581421
1769357191.4820073,930,0.7583984136581421
1769357218.625187,940,0.766796886920929
1769357243.9456525,950,0.707812488079071
1769357276.3744352,960,0.814453125
1769357305.7152631,970,0.895703136920929
1769357333.0780382,980,0.7822265625
1769357360.0292313,990,0.775390625
1769357385.6270552,1000,0.885546863079071
1769358121.3896368,1010,0.9345703125
1769358150.6121387,1020,0.826953113079071
1769358178.0838995,1030,0.764843761920929
1769358205.2924726,1040,0.8521484136581421
1769358230.0287402,1050,0.7906249761581421
1769358262.5327232,1060,0.8130859136581421
1769358291.6922,1070,0.8544921875
1769358319.2152014,1080,0.7955077886581421
1769358345.8821328,1090,0.703320324420929
1769358370.2848816,1100,0.728710949420929
1769358401.9422855,1110,0.8158203363418579
1769358430.2326052,1120,0.824414074420929
1769358457.5598211,1130,0.719921886920929
1769358484.4073603,1140,0.7007812261581421
1769358509.4543793,1150,0.6986328363418579
1769358541.7559812,1160,0.76953125
1769358571.093625,1170,0.7828124761581421
1769358598.2210093,1180,0.8017578125
1769358625.178823,1190,0.7158203125
1769358650.1856437,1200,0.792773425579071
1769359373.513773,1210,0.789843738079071
1769359402.6292045,1220,0.8109375238418579
1769359429.4963703,1230,0.7689453363418579
1769359455.9661772,1240,0.7396484613418579
1769359480.6069915,1250,0.745312511920929
1769359512.3569148,1260,0.836132824420929
1769359540.4602692,1270,0.8544921875
1769359567.2045193,1280,0.807812511920929
1769359593.5068316,1290,0.716796875
1769359617.9596417,1300,0.705078125
1769359649.5614836,1310,0.748828113079071
1769359678.505022,1320,0.7548828125
1769359705.3263783,1330,0.779492199420929
1769359732.0253086,1340,0.8033202886581421
1769359758.3322182,1350,0.872851550579071
1769359788.8077586,1360,0.8333984613418579
1769359816.815612,1370,0.7826172113418579
1769359843.1856344,1380,0.7421875
1769359869.289651,1390,0.7220703363418579
1769359894.7490542,1400,0.703125
1769360622.3985903,1410,0.7847656011581421
1769360651.181222,1420,0.842578113079071
1769360678.1701536,1430,0.763867199420929
1769360705.259844,1440,0.72265625
1769360731.0060694,1450,0.713085949420929
1769360762.4897645,1460,0.7369140386581421
1769360791.4421191,1470,0.856249988079071
1769360818.661192,1480,0.8275390863418579
1769360845.6415782,1490,0.6968749761581421
1769360870.1847339,1500,0.719921886920929
1769360901.8595748,1510,0.763476550579071
1769360929.1357388,1520,0.711132824420929
1769360955.9764283,1530,0.729296863079071
1769360982.9774804,1540,0.699414074420929
1769361010.6771755,1550,0.688671886920929
1769361042.4473164,1560,0.7470703125
1769361070.9840615,1570,0.7523437738418579
1769361098.282231,1580,0.765820324420929
1769361125.0424502,1590,0.741015613079071
1769361150.5307376,1600,0.6416015625
1769361884.251289,1610,0.719921886920929
1769361913.4859636,1620,0.7626953125
1769361940.9512568,1630,0.8271484375
1769361967.6214404,1640,0.7308593988418579
1769361993.739858,1650,0.7447265386581421
1769362025.6056235,1660,0.740039050579071
1769362053.9426951,1670,0.7173827886581421
1769362081.043668,1680,0.755859375
1769362107.9255745,1690,0.7841796875
1769362132.1533518,1700,0.7865234613418579
1769362165.269684,1710,0.7964843511581421
1769362195.3831513,1720,0.826367199420929
1769362222.9073508,1730,0.7613281011581421
1769362249.841412,1740,0.7525390386581421
1769362276.1597354,1750,0.7505859136581421
1769362307.7052112,1760,0.783007800579071
1769362337.0341003,1770,0.775390625
1769362364.1813488,1780,0.836132824420929
1769362390.7850416,1790,0.7662109136581421
1769362415.7115552,1800,0.6976562738418579
1769363145.7399032,1810,0.745898425579071
1769363174.8441844,1820,0.765429675579071
1769363202.40208,1830,0.744140625
1769363229.777612,1840,0.708984375
1769363254.1313303,1850,0.7181640863418579
1769363286.4996235,1860,0.860546886920929
1769363314.60299,1870,0.7919921875
1769363342.599071,1880,0.765625
1769363369.6016433,1890,0.708984375
1769363394.1504376,1900,0.7271484136581421
1769363424.526224,1910,0.778515636920929
1769363454.4190507,1920,0.801953136920929
1769363481.5572846,1930,0.745312511920929
1769363508.320439,1940,0.7367187738418579
1769363532.2879274,1950,0.7435547113418579
1769363562.9106514,1960,0.8111327886581421
1769363591.281575,1970,0.723437488079071
1769363618.0553608,1980,0.722460925579071
1769363645.0310838,1990,0.700390636920929
1769363670.5156734,2000,0.6703125238418579
1769364395.3504086,2010,0.746289074420929
1769364423.817016,2020,0.7386718988418579
1769364451.0453107,2030,0.7318359613418579
1769364477.5542505,2040,0.699023425579071
1769364502.672839,2050,0.675976574420929
1769364534.3701043,2060,0.788867175579071
1769364563.0908818,2070,0.784375011920929
1769364590.0597644,2080,0.7412109375
1769364616.4203038,2090,0.665820300579071
1769364640.950656,2100,0.670605480670929
1769364671.3582945,2110,0.769335925579071
1769364699.1559556,2120,0.741992175579071
1769364726.1249893,2130,0.732226550579071
1769364752.8520324,2140,0.677929699420929
1769364777.7761312,2150,0.6947265863418579
1769364809.393076,2160,0.7523437738418579
1769364837.1952682,2170,0.736132800579071
1769364864.864592,2180,0.7640625238418579
1769364892.8139703,2190,0.771484375
1769364917.9448915,2200,0.7417968511581421
1769365639.9563181,2210,0.7935546636581421
1769365668.1157677,2220,0.6792968511581421
1769365694.7094383,2230,0.7230468988418579
1769365720.8437798,2240,0.7281249761581421
1769365744.765914,2250,0.717968761920929
1769365775.19099,2260,0.7191406488418579
1769365803.203393,2270,0.7083984613418579
1769365829.613215,2280,0.691601574420929
1769365855.7924078,2290,0.6957031488418579
1769365880.9365876,2300,0.7529296875
1769365914.1150174,2310,0.7978515625
1769365943.4661977,2320,0.772265613079071
1769365971.0164926,2330,0.7222656011581421
1769365997.501037,2340,0.7181640863418579
1769366020.1008234,2350,0.6405273675918579
1769366051.8723664,2360,0.695507824420929
1769366080.8778498,2370,0.741015613079071
1769366107.6190915,2380,0.7916015386581421
1769366133.9537854,2390,0.747265636920929
1769366157.3954723,2400,0.7593749761581421
1769366885.8647623,2410,0.8189452886581421
1769366914.147181,2420,0.767382800579071
1769366941.119325,2430,0.7396484613418579
1769366967.9416988,2440,0.7445312738418579
1769366994.0377946,2450,0.773632824420929
1769367025.3320675,2460,0.775195300579071
1769367054.6519184,2470,0.769335925579071
1769367082.0137563,2480,0.72265625
1769367109.0698004,2490,0.7398437261581421
1769367132.5165563,2500,0.7291015386581421
1769367166.1226687,2510,0.7724609375
1769367194.4726183,2520,0.7339843511581421
1769367221.251254,2530,0.714648425579071
1769367247.7764134,2540,0.6812499761581421
1769367272.0541663,2550,0.7027343511581421
1769367304.1402287,2560,0.7447265386581421
1769367333.508273,2570,0.7142578363418579
1769367360.3543167,2580,0.7427734136581421
1769367386.7342978,2590,0.7173827886581421
1769367412.6538575,2600,0.7046874761581421
1769368129.5902126,2610,0.714648425579071
1769368157.8121078,2620,0.733203113079071
1769368184.4387279,2630,0.6968749761581421
1769368210.8110714,2640,0.6968749761581421
1769368236.23382,2650,0.6607421636581421
1769368268.5361888,2660,0.689453125
1769368296.0432222,2670,0.6968749761581421
1769368322.6785805,2680,0.721484363079071
1769368349.0874875,2690,0.771289050579071
1769368373.3920317,2700,0.751757800579071
1769368404.1271923,2710,0.7408202886581421
1769368432.2486105,2720,0.684765636920929
1769368458.6732411,2730,0.6978515386581421
1769368484.7781348,2740,0.682812511920929
1769368509.6780548,2750,0.7183593511581421
1769368540.0305707,2760,0.748242199420929
1769368568.1127658,2770,0.7724609375
1769368594.6081817,2780,0.7408202886581421
1769368620.9540267,2790,0.7523437738418579
1769368646.3847275,2800,0.6849609613418579
1769369367.2538347,2810,0.725781261920929
1769369396.4994748,2820,0.701367199420929
1769369423.193738,2830,0.7115234136581421
1769369449.5609138,2840,0.6595703363418579
1769369475.1687806,2850,0.661328136920929
1769369505.55724,2860,0.7505859136581421
1769369533.2400236,2870,0.7142578363418579
1769369559.719802,2880,0.7173827886581421
1769369585.8684716,2890,0.6605468988418579
1769369610.507878,2900,0.672656238079071
1769369640.6986105,2910,0.720898449420929
1769369669.3943655,2920,0.694140613079071
1769369696.1305285,2930,0.670703113079071
1769369723.3580968,2940,0.7353515625
1769369748.7841454,2950,0.727734386920929
1769369780.887279,2960,0.761914074420929
1769369809.6382823,2970,0.763476550579071
1769369836.72624,2980,0.7435547113418579
1769369863.3458107,2990,0.7626953125
1769369889.7053325,3000,0.6810547113418579
1769370624.7825298,3010,0.746874988079071
1769370654.8491132,3020,0.7083984613418579
1769370682.0038805,3030,0.6851562261581421
1769370708.8422012,3040,0.6732422113418579
1769370734.3393848,3050,0.6947265863418579
1769370765.5379884,3060,0.712109386920929
1769370795.0382652,3070,0.7109375
1769370822.3862758,3080,0.6714843511581421
1769370849.1302893,3090,0.7054687738418579
1769370874.0586715,3100,0.684374988079071
1769370905.1695814,3110,0.7435547113418579
1769370932.9548461,3120,0.705859363079071
1769370960.0272474,3130,0.7035156488418579
1769370986.9775305,3140,0.7392578125
1769371012.2817638,3150,0.745312511920929
1769371043.4141493,3160,0.744335949420929
1769371071.8486772,3170,0.7294921875
1769371098.9201796,3180,0.7154296636581421
1769371125.8061042,3190,0.6810547113418579
1769371151.1999142,3200,0.6480468511581421
1769371882.8696215,3210,0.7080078125
1769371911.35301,3220,0.7105468511581421
1769371938.491119,3230,0.7147461175918579
1769371965.2482147,3240,0.7181640863418579
1769371990.3389914,3250,0.7119140625
1769372021.855815,3260,0.765625
1769372050.5262806,3270,0.7710937261581421
1769372077.5358133,3280,0.717578113079071
1769372104.1748443,3290,0.708984375
1769372128.8767567,3300,0.7396484613418579
1769372161.0344505,3310,0.732421875
1769372190.0424845,3320,0.744140625
1769372217.1645644,3330,0.6986328363418579
1769372244.2630312,3340,0.712890625
1769372270.8393714,3350,0.731249988079071
1769372303.611747,3360,0.7505859136581421
1769372332.1906824,3370,0.6978515386581421
1769372359.2387812,3380,0.7037109136581421
1769372385.8494365,3390,0.6705077886581421
1769372410.1769283,3400,0.7367187738418579
1769373141.5189452,3410,0.7230468988418579
1769373170.1512272,3420,0.69921875
1769373197.2442694,3430,0.710742175579071
1769373224.068658,3440,0.684765636920929
1769373249.6200736,3450,0.7212890386581421
1769373281.7352054,3460,0.725390613079071
1769373310.8156788,3470,0.7173827886581421
1769373337.8501606,3480,0.709765613079071
1769373364.4471588,3490,0.7046874761581421
1769373389.1167774,3500,0.713671863079071
1769373421.6045885,3510,0.7337890863418579
1769373450.2625227,3520,0.7119140625
1769373477.6020436,3530,0.714062511920929
1769373504.7644958,3540,0.7099609375
1769373529.6455,3550,0.7015625238418579
1769373561.5051763,3560,0.697460949420929
1769373589.8072329,3570,0.6968749761581421
1769373616.906387,3580,0.6576172113418579
1769373643.518145,3590,0.6732422113418579
1769373668.1804042,3600,0.662109375
1769374401.4161553,3610,0.7093750238418579
1769374430.7991896,3620,0.6830078363418579
1769374458.1206954,3630,0.686718761920929
1769374485.01289,3640,0.6446288824081421
1769374510.688911,3650,0.639843761920929
1769374543.4049006,3660,0.7021484375
1769374572.9509993,3670,0.703906238079071
1769374600.076032,3680,0.6572265625
1769374626.9287395,3690,0.6751953363418579
1769374652.0635014,3700,0.645703136920929
1769374684.9822466,3710,0.700976550579071
1769374714.8517144,3720,0.704296886920929
1769374742.2292607,3730,0.679492175579071
1769374769.1412747,3740,0.701953113079071
1769374794.4730701,3750,0.6396484375
1769374826.8141446,3760,0.7562500238418579
1769374855.349799,3770,0.713085949420929
1769374882.5129912,3780,0.7046874761581421
1769374909.4350595,3790,0.6849609613418579
1769374935.3409083,3800,0.658203125
1769375669.0581448,3810,0.6859375238418579
1769375698.4938273,3820,0.68359375
1769375725.7936287,3830,0.6900390386581421
1769375752.6747558,3840,0.667187511920929
1769375778.8186324,3850,0.681640625
1769375810.310342,3860,0.716015636920929
1769375839.2276914,3870,0.6728515625
1769375866.5412421,3880,0.6849609613418579
1769375893.6426299,3890,0.660351574420929
1769375919.0973415,3900,0.672656238079071
1769375952.340513,3910,0.6943359375
1769375981.5404007,3920,0.690625011920929
1769376009.1821961,3930,0.6703125238418579
1769376036.3738918,3940,0.66015625
1769376061.0904517,3950,0.683789074420929
1769376093.3383844,3960,0.718945324420929
1769376121.94624,3970,0.7076171636581421
1769376149.2885823,3980,0.6800781488418579
1769376176.3539193,3990,0.6714843511581421
1769376200.286879,4000,0.6683593988418579
1769376924.6729748,4010,0.749218761920929
1769376954.498191,4020,0.737500011920929
1769376982.0662344,4030,0.676562488079071
1769377009.2496662,4040,0.702929675579071
1769377033.4978461,4050,0.681835949420929
1769377066.7728062,4060,0.727832019329071
1769377096.685625,4070,0.699023425579071
1769377123.718323,4080,0.6861327886581421
1769377150.5808818,4090,0.686718761920929
1769377175.821345,4100,0.697460949420929
1769377207.0194404,4110,0.7330077886581421
1769377236.3922849,4120,0.690625011920929
1769377263.6509852,4130,0.670117199420929
1769377290.6454139,4140,0.703125
1769377316.2752948,4150,0.658398449420929
1769377348.215185,4160,0.7447265386581421
1769377377.1040926,4170,0.711718738079071
1769377404.313671,4180,0.720898449420929
1769377431.014897,4190,0.6919921636581421
1769377455.262053,4200,0.7015625238418579
1769378184.7994878,4210,0.7203124761581421
1769378214.3416417,4220,0.699999988079071
1769378241.917218,4230,0.705273449420929
1769378268.5015607,4240,0.6976562738418579
1769378293.3261964,4250,0.7154296636581421
1769378323.9883857,4260,0.727343738079071
1769378352.0259798,4270,0.703320324420929
1769378378.582952,4280,0.705273449420929
1769378404.9025245,4290,0.6861327886581421
1769378428.4035215,4300,0.7162109613418579
1769378460.7973402,4310,0.7242187261581421
1769378490.8380115,4320,0.711132824420929
1769378518.004232,4330,0.695117175579071
1769378545.0212498,4340,0.679882824420929
1769378569.6116939,4350,0.695507824420929
1769378602.1178443,4360,0.70703125
1769378631.6240034,4370,0.705859363079071
1769378658.6976707,4380,0.707226574420929
1769378685.7214987,4390,0.6615234613418579
1769378712.0551693,4400,0.7083984613418579
1769379439.2910519,4410,0.716601550579071
1769379466.3783276,4420,0.6751953363418579
1769379492.8865545,4430,0.7021484375
1769379494.5391862,4431,0.57421875
